Livre	Book	Vol	Series	Series CH	Start Page	End page	Region	Type of Place	Place Raw	"Place Raw, Paris, France"	Quartier	Lat	Long	"Lat, Long"	Description	Types Involved	Characters (Full Name)	Characters (CSV)	Shop Name	Store Type	Historical Figures	Date	WikiURL	ImageURL	Typs	Discourse
Les petits bourgeois	PB	XX	La Comédie Humaine	Scènes de la vie parisienne	151	151	Outer Left-Bank Faubourgs	Square	place de l’Observatoire	"place de l’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	Théodose and Claparon have a rendez-vous at the place de l’Observatoire		Théodose::Claparon	"Théodose, Claparon"								Event
Béatrix 	Béat 	V	La Comédie Humaine	Scènes de la vie de province	70	70	Outer Left-Bank Faubourgs	Field	Champ-de-Mars	"Champ-de-Mars, Paris, France"		48.8560982	2.2980299	"48.8560982, 2.2980299"	Félicité admires the Grande-Armée at the Champ-de-Mars		Félicité	Félicité			Grande-Armée					Event
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	82	82	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Rivet advises Bette to keep Wenceslas from the Chaumière		Rivet::Bette::Wenceslas	"Rivet, Bette, Wenceslas"					http://en.wikipedia.org/wiki/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re	http://upload.wikimedia.org/wikipedia/commons/2/28/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re%2C_Paris_6.jpg		Event
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	412	412	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Élodie Chardin is a lorette of the Chaumière		Élodie Chardin	Élodie Chardin					http://en.wikipedia.org/wiki/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re	http://upload.wikimedia.org/wikipedia/commons/2/28/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re%2C_Paris_6.jpg	 lorette	Fact
Les petits bourgeois	PB	XX	La Comédie Humaine	Scènes de la vie parisienne	135	135	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Théodose and Dutocq think of going to the Chaumière		Théodose::Dutocq	"Théodose, Dutocq"					http://en.wikipedia.org/wiki/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re	http://upload.wikimedia.org/wikipedia/commons/2/28/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re%2C_Paris_6.jpg		Event
Un début dans la vie	DV	II	La Comédie Humaine	Scènes de la vie privée	358	358	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Georges likes the grisettes of the Chaumière	Grisettes	Georges	"Georges, grisette"					http://en.wikipedia.org/wiki/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re	http://upload.wikimedia.org/wikipedia/commons/2/28/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re%2C_Paris_6.jpg		Event
L'envers de l'histoire contemporaine	EHC 	XX 	La Comédie Humaine	Scènes de la vie parisienne	359	359	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	"Boulevard is deserted on ""Chaumière days"""								http://en.wikipedia.org/wiki/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re	http://upload.wikimedia.org/wikipedia/commons/2/28/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re%2C_Paris_6.jpg		Fact
L'envers de l'histoire contemporaine	EHC 	XX 	La Comédie Humaine	Scènes de la vie parisienne	383	383	Outer Left-Bank Faubourgs	School	the Chaumière	"the Chaumière, Paris, France"		48.8422	2.3304	"48.8422, 2.3304"	Cartier has his garden behind the Chaumière		Cartier	Cartier					http://en.wikipedia.org/wiki/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re	http://upload.wikimedia.org/wikipedia/commons/2/28/Acad%C3%A9mie_de_la_Grande_Chaumi%C3%A8re%2C_Paris_6.jpg		Fact
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	149	149	Outer Left-Bank Faubourgs	Square	Esplanade de l’Observatoire	"Esplanade de l’Observatoire, Paris, France"		48.840291	2.336744	"48.840291, 2.336744"	Jules on the Esplanade de l’Observatoire		Jules	Jules								Event
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	84	84	Outer Left-Bank Faubourgs	Park	bois de Meudon	"bois de Meudon, Paris, France"		48.8569298	2.3412001	"48.8569298, 2.3412001"	Nucingen looks for Esther at the bois de Meudon		Nucingen::Esther	"Nucingen, Esther"								Event
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	149	149	Outer Left-Bank Faubourgs	Park	bois de Meudon	"bois de Meudon, Paris, France"		48.8569298	2.3412001	"48.8569298, 2.3412001"	Nucingen looks for Esther at the bois de Meudon		Nucingen::Esther									
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Cemetery	cimitière de Montparnasse	"cimitière de Montparnasse, Paris, France"		48.8381386	2.3270149	"48.8381386, 2.3270149"	The wretched processions at Montparnasse cemetery											Event
Z. Marcas 	ZM 	XXI	La Comédie Humaine	Scènes de la vie politique	434	434	Outer Left-Bank Faubourgs	Cemetery	cimitière de Montparnasse	"cimitière de Montparnasse, Paris, France"		48.8381386	2.3270149	"48.8381386, 2.3270149"	Marcas buried in the potter’s field at Montparnasse cemetery		Marcas	Marcas								Fact
Les employés	E 	XIX	La Comédie Humaine	Scènes de la vie parisienne	96	96	Outer Left-Bank Faubourgs	Cemetery	cimietière de l’Ouest	"cimietière de l’Ouest, Paris, France"		48.8569298	2.3412001	"48.8569298, 2.3412001"	Phellion had bought a lot at the cimietière de l’Ouest		Phellion	Phellion								Event
Pierrette	P	IX	La Comédie Humaine	Scènes de la vie de province	15	15	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes											Description
Physiologie du mariage	PM	XXXII	La Comédie Humaine	Études analytiques	31	31	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes											Description
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes											Description
Théorie de la demarche	TD	XXXIX	La Comédie Humaine	Études analytiques	625	625	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes											Description
Les martyrs ignorés	MI	XL	La Comédie Humaine	Études philosophiques	131	131	Outer Left-Bank Faubourgs	Institution	Bureau des Longitudes	"Bureau des Longitudes, Paris, France"		48.85722222	2.33805556	"48.85722222, 2.33805556"	The Bureau des Longitudes											Description
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Institution	Bureau des Marées	"Bureau des Marées, Paris, France"				", "	The Bureau des Marées											Description
La femme de trente ans	FTA 	VI	La Comédie Humaine	Scènes de la vie privée	128	128	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	Observatoire can be seen from the Bièvre											Description
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The grill of the Observatoire											Description
Théorie de la demarche	TD	XXXIX	La Comédie Humaine	Études analytiques	622	622	Outer Left-Bank Faubourgs	Institution	The Observatoire	"The Observatoire, Paris, France"		48.8362617	2.3345101	"48.8362617, 2.3345101"	The Observatoire											Description
Facino Cane	FC	XVI	La Comédie Humaine	Scènes de la vie parisienne	385	385	Outer Left-Bank Faubourgs	Prison	Bicêtre	"Bicêtre, Paris, France"		48.8095169	2.355114	"48.8095169, 2.355114"	Facino Cane at Bicêtre prison		Facino Cane	Facino Cane								Event
Le colonel Chabert	CC	VII	La Comédie Humaine	Scènes de la vie privée	77	77	Outer Left-Bank Faubourgs	Prison	Bicêtre	"Bicêtre, Paris, France"		48.8095169	2.355114	"48.8095169, 2.355114"	Chabert at Bicêtre; seen there by Derville		Chabert::Derville	"Chabert, Derville"								Event
Le colonel Chabert	CC	VII	La Comédie Humaine	Scènes de la vie privée	79	79	Outer Left-Bank Faubourgs	Prison	Bicêtre	"Bicêtre, Paris, France"		48.8095169	2.355114	"48.8095169, 2.355114"	Chabert at Bicêtre; seen there by Derville		Chabert::Derville									
Les comédiens sans le savoir	CSS	XIX	La Comédie Humaine	Scènes de la vie parisienne	337	337	Outer Left-Bank Faubourgs	Prison	Bicêtre	"Bicêtre, Paris, France"		48.8095169	2.355114	"48.8095169, 2.355114"	Bicêtre											Description
Les comédiens sans le savoir	CSS	XIX	La Comédie Humaine	Scènes de la vie parisienne	344	344	Outer Left-Bank Faubourgs	Prison	Bicêtre	"Bicêtre, Paris, France"		48.8095169	2.355114	"48.8095169, 2.355114"	Bicêtre											
Les martyrs ignorés	MI	XL	La Comédie Humaine	Études philosophiques	129	129	Outer Left-Bank Faubourgs	Prison	Bicêtre	"Bicêtre, Paris, France"		48.8095169	2.355114	"48.8095169, 2.355114"	Bicêtre											Description
Théorie de la demarche	TD	XXXIX	La Comédie Humaine	Études analytiques	614	614	Outer Left-Bank Faubourgs	Prison	Bicêtre	"Bicêtre, Paris, France"		48.8095169	2.355114	"48.8095169, 2.355114"	Bicêtre											Description
Le père Goriot	PG	VI	La Comédie Humaine	Scènes de la vie privée	230	230	Outer Left-Bank Faubourgs	Quarter	between la Bourbe and la Salpêtrière	"between la Bourbe and la Salpêtrière, Paris, France"		48.836817	2.349633	"48.836817, 2.349633"	Prices cheap between la Bourbe and la Salpêtrière											Fact
Ferragus	F 	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Prison	La Bourbe	"La Bourbe, Paris, France"		48.838611	2.338333	"48.838611, 2.338333"	La Bourbe											Description
La Rabouilleuse	R 	IX	La Comédie Humaine	Scènes de la vie de province	347	347	Outer Left-Bank Faubourgs	Hospital	L’Hôpital du Midi (Capucins)	"L’Hôpital du Midi (Capucins), Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	Philippe is to be taken to the Capucins		Philippe	Philippe								Event
La Rabouilleuse	R 	IX	La Comédie Humaine	Scènes de la vie de province	348	348	Outer Left-Bank Faubourgs	Hospital	L’Hôpital du Midi (Capucins)	"L’Hôpital du Midi (Capucins), Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	Philippe is to be taken to the Capucins		Philippe	Philippe								
La Rabouilleuse	R 	IX	La Comédie Humaine	Scènes de la vie de province	350	350	Outer Left-Bank Faubourgs	Hospital	L’Hôpital du Midi (Capucins)	"L’Hôpital du Midi (Capucins), Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	Philippe is to be taken to the Capucins		Philippe	Philippe								
Le père Goriot	PG	VI	La Comédie Humaine	Scènes de la vie privée	224	224	Outer Left-Bank Faubourgs	Hospital	L’Hôpital du Midi (Capucins)	"L’Hôpital du Midi (Capucins), Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	L’Hôpital du Midi (Capucins)											Description
Le père Goriot	PG	VI	La Comédie Humaine	Scènes de la vie privée	362	362	Outer Left-Bank Faubourgs	Hospital	L’Hôpital du Midi (Capucins)	"L’Hôpital du Midi (Capucins), Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	Poverty of the interns at the Capucins		interns	interns								Description
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Hospital	L’Hôpital du Midi (Capucins)	"L’Hôpital du Midi (Capucins), Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	The Capucins											Description
Béatrix 	Béat 	V	La Comédie Humaine	Scènes de la vie de province	66	66	Outer Left-Bank Faubourgs	Hospital	the Carmes	"the Carmes, Paris, France"		48.847952	2.32358	"48.847952, 2.32358"	Félicité’s brother massacred at the Carmes		Félicité’s brother	Félicité’s brother					http://fr.wikipedia.org/wiki/Prison_des_Carmes			Event
Le père Goriot	PG	VI	La Comédie Humaine	Scènes de la vie privée	471	471	Outer Left-Bank Faubourgs	Hospital	Cochin	"Cochin, Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	"Cochin, where Bianchon is an interne"		Biachon	Biachon								Event
Le père Goriot	PG	VI	La Comédie Humaine	Scènes de la vie privée	490	490	Outer Left-Bank Faubourgs	Hospital	Cochin	"Cochin, Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	"Cochin, where Bianchon is an interne"		Biachon	Biachon								
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Hospital	Cochin	"Cochin, Paris, France"		48.836944	2.340278	"48.836944, 2.340278"	Cochin											Event
Le colonel Chabert 	CC 	VII	La Comédie Humaine	Scènes de la vie privée	79	79	Outer Left-Bank Faubourgs	Hospital	the Enfants-Trouvés	"the Enfants-Trouvés, Paris, France"		48.845	2.315556	"48.845, 2.315556"	Chabert began at the Enfants-Trouvés		Chabert	Chabert								Event
L'Interdiction	I 	VII	La Comédie Humaine	Scènes de la vie privée	115	115	Outer Left-Bank Faubourgs	Hospital	the Enfants-Trouvés	"the Enfants-Trouvés, Paris, France"		48.845	2.315556	"48.845, 2.315556"	Saint-Marceau leaves the most children at the Enfant-Trouvés		Saint-Marceau	Saint-Marceau								Event
Les petits bourgeois	PB	XX	La Comédie Humaine	Scènes de la vie parisienne	77	77	Outer Left-Bank Faubourgs	Hospital	the Enfants-Trouvés	"the Enfants-Trouvés, Paris, France"		48.845	2.315556	"48.845, 2.315556"	Cérizet had come from the Enfants-Trouvés		Cérizet	Cerizet								Event
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Hospital	the Enfants-Trouvés	"the Enfants-Trouvés, Paris, France"		48.845	2.315556	"48.845, 2.315556"	the Enfants-Trouvés											Event
L'envers de l'histoire contemporaine	EHC 	XX 	La Comédie Humaine	Scènes de la vie parisienne	268	268	Outer Left-Bank Faubourgs	Hospital	the Enfants-Trouvés	"the Enfants-Trouvés, Paris, France"		48.845	2.315556	"48.845, 2.315556"	the Enfants-Trouvés											Event
Le cousin Pons	Po	XVIII	La Comédie Humaine	Scènes de la vie parisienne	160	160	Outer Left-Bank Faubourgs	Hospital	the Enfants-Trouvés	"the Enfants-Trouvés, Paris, France"		48.845	2.315556	"48.845, 2.315556"	the Enfants-Trouvés											Event
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Hospital	Marie-Thérèse Infirmary	"Marie-Thérèse Infirmary, Paris, France"		48.83625	2.3339	"48.83625, 2.3339"	Marie-Thérèse Infirmary											Description
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Hospital	La Rochefoucault hospice	"La Rochefoucault hospice, Paris, France"		48.832275	2.330735	"48.832275, 2.330735"	The La Rochefoucault hospice											Description
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Hospital	The Sourds-Muets	"The Sourds-Muets, Paris, France"		48.867077	2.335209	"48.867077, 2.335209"	The Sourds-Muets											Description
Les employés	E	XIX	La Comédie Humaine	Scènes de la vie parisienne	94	94	Outer Left-Bank Faubourgs	Hospital	The Sourds-Muets	"The Sourds-Muets, Paris, France"		48.867077	2.335209	"48.867077, 2.335209"	Phellion lives near the Sourds-Muets		Phellion	Phellion								Fact
Ferragus	F	XIII	La Comédie Humaine	Scènes de la vie parisienne	147	147	Outer Left-Bank Faubourgs	Hospital	Val-de-Grâce hospital	"Val-de-Grâce hospital, Paris, France"		48.838032	2.343939	"48.838032, 2.343939"	Val-de-Grâce hospital											Description
Le curé de Tours	CT	IX	La Comédie Humaine	Scènes de la vie de province	228	228	Outer Left-Bank Faubourgs	Prison	Bicêtre prison	"Bicêtre prison, Paris, France"		48.809517	2.355114	"48.809517, 2.355114"	Bicêtre prison											Description
Melmoth réconcilié	MR	XXVII	La Comédie Humaine	Études philosophiques	347	347	Outer Left-Bank Faubourgs	Prison	Bicêtre prison	"Bicêtre prison, Paris, France"		48.809517	2.355114	"48.809517, 2.355114"	Bicêtre prison											Description
Le cousin Pons	Po	XVIII	La Comédie Humaine	Scènes de la vie parisienne	130	130	Outer Left-Bank Faubourgs	Prison	Bicêtre prison	"Bicêtre prison, Paris, France"		48.809517	2.355114	"48.809517, 2.355114"	Bicêtre prison											Description
Splendeurs et misères des courtisanes	SMC	XVI	La Comédie Humaine	Scènes de la vie parisienne	5	5	Outer Left-Bank Faubourgs	Prison	Bicêtre prison	"Bicêtre prison, Paris, France"		48.809517	2.355114	"48.809517, 2.355114"	Bicêtre prison											Description
Splendeurs et misères des courtisanes	SMC	XVI	La Comédie Humaine	Scènes de la vie parisienne	236	236	Outer Left-Bank Faubourgs	Prison	Bicêtre prison	"Bicêtre prison, Paris, France"		48.809517	2.355114	"48.809517, 2.355114"	Bicêtre prison											
Splendeurs et misères des courtisanes	SMC	XVI	La Comédie Humaine	Scènes de la vie parisienne	45	45	Outer Left-Bank Faubourgs	commune	Melun	"Melun, Paris, France"		48.5406	2.66	"48.5406, 2.66"	Bibi-Lupin had been at Melun		Bibi-Lupin	Bibi-Lupin								Event
La cousine Bette	B	XVII	La Comédie Humaine	Scènes de la vie parisienne	414	414	Outer Left-Bank Faubourgs	commune	Melun	"Melun, Paris, France"		48.5406	2.66	"48.5406, 2.66"	Idamore destined for Melun		Idamore	Idamore								Event
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	150	150	Outer Left-Bank Faubourgs	commune	Melun	"Melun, Paris, France"		48.5406	2.66	"48.5406, 2.66"	Melun											Event
Splendeurs et misères des courtisanes	SMC	XVI	La Comédie Humaine	Scènes de la vie parisienne	20	20	Outer Left-Bank Faubourgs	commune	Melun	"Melun, Paris, France"		48.5406	2.66	"48.5406, 2.66"	Melun											Event
Splendeurs et misères des courtisanes	SMC	XVI	La Comédie Humaine	Scènes de la vie parisienne	158	158	Outer Left-Bank Faubourgs	commune	Melun	"Melun, Paris, France"		48.5406	2.66	"48.5406, 2.66"	Melun											
Splendeurs et misères des courtisanes	SMC	XV	La Comédie Humaine	Scènes de la vie parisienne	150	150	Outer Left-Bank Faubourgs	Prison	Poissy prison	"Poissy prison, Paris, France"		48.928667	2.038571	"48.928667, 2.038571"	Poissy prison											Description
